time_dev,time_prod,value_dev,value_prod,diff
2024-02-12 16:00:22.001294,,26857.0,,
2024-02-12 16:00:22.001294,,0.0,,
2024-02-12 16:00:22.001294,,0.0,,
2024-02-12 16:00:22.001294,,568.8666381835938,,
2024-02-12 16:00:22.001294,,0.0,,
2024-02-12 16:00:22.001294,,231.1999969482422,,
2024-02-12 16:00:22.001294,,0.0,,
2024-02-12 16:01:32.000635,,26857.0,,
2024-02-12 16:01:32.000635,,0.0,,
2024-02-12 16:01:32.000635,,0.0,,
2024-02-12 16:01:32.000635,,568.8666381835938,,
2024-02-12 16:01:32.000635,,0.0,,
2024-02-12 16:01:32.000635,,231.1999969482422,,
2024-02-12 16:01:32.000635,,0.0,,
2024-02-12 16:02:48.001879,,26857.0,,
2024-02-12 16:02:48.001879,,0.0,,
2024-02-12 16:02:48.001879,,0.0,,
2024-02-12 16:02:48.001879,,568.8666381835938,,
2024-02-12 16:02:48.001879,,0.0,,
2024-02-12 16:02:48.001879,,231.1999969482422,,
2024-02-12 16:02:48.001879,,0.0,,
2024-02-12 16:03:04.007142,2024-02-12 16:03:04,231.1999969482422,232.0,0.8000030517578125
2024-02-12 16:03:50.000878,,26857.0,,
2024-02-12 16:03:50.000878,,0.0,,
2024-02-12 16:03:50.000878,,0.0,,
2024-02-12 16:03:50.000878,,568.8666381835938,,
2024-02-12 16:03:50.000878,,0.0,,
2024-02-12 16:03:50.000878,,232.0,,
2024-02-12 16:03:50.000878,,0.0,,
2024-02-12 16:04:04.000711,2024-02-12 16:04:04,232.0,232.100006,0.10000600000000759
2024-02-12 16:04:34.001310,2024-02-12 16:04:35,232.1000061035156,232.0,0.10000610351559658
2024-02-12 16:05:02.000267,,26857.0,,
2024-02-12 16:05:02.000267,,0.0,,
2024-02-12 16:05:02.000267,,0.0,,
2024-02-12 16:05:02.000267,,568.8666381835938,,
2024-02-12 16:05:02.000267,,0.0,,
2024-02-12 16:05:02.000267,,232.0,,
2024-02-12 16:05:02.000267,,0.0,,
2024-02-12 16:05:04.000790,2024-02-12 16:05:04,232.0,230.699997,1.3000030000000038
2024-02-12 16:06:14.003585,,26857.0,,
2024-02-12 16:06:14.003585,,0.0,,
2024-02-12 16:06:14.003585,,0.0,,
2024-02-12 16:06:14.003585,,568.8666381835938,,
2024-02-12 16:06:14.003585,,0.0,,
2024-02-12 16:06:14.003585,,230.6999969482422,,
2024-02-12 16:06:14.003585,,0.0,,
2024-02-12 16:07:28.001582,,26857.0,,
2024-02-12 16:07:28.001582,,0.0,,
2024-02-12 16:07:28.001582,,0.0,,
2024-02-12 16:07:28.001582,,568.8666381835938,,
2024-02-12 16:07:28.001582,,0.0,,
2024-02-12 16:07:28.001582,,230.6999969482422,,
2024-02-12 16:07:28.001582,,0.0,,
2024-02-12 16:08:42.001010,,26857.0,,
2024-02-12 16:08:42.001010,,0.0,,
2024-02-12 16:08:42.001010,,0.0,,
2024-02-12 16:08:42.001010,,568.8666381835938,,
2024-02-12 16:08:42.001010,,0.0,,
2024-02-12 16:08:42.001010,,230.6999969482422,,
2024-02-12 16:08:42.001010,,0.0,,
2024-02-12 16:09:04.002168,2024-02-12 16:09:04,230.6999969482422,232.0,1.3000030517578125
2024-02-12 16:09:34.001198,2024-02-12 16:09:35,232.0,232.399994,0.3999939999999924
2024-02-12 16:09:52.000628,,26857.0,,
2024-02-12 16:09:52.000628,,0.0,,
2024-02-12 16:09:52.000628,,0.0,,
2024-02-12 16:09:52.000628,,568.8666381835938,,
2024-02-12 16:09:52.000628,,0.0,,
2024-02-12 16:09:52.000628,,232.3999938964844,,
2024-02-12 16:09:52.000628,,0.0,,
