time_dev,time_prod,value_dev,value_prod,diff
2024-02-12 16:00:08.000475,2024-02-12 16:00:09,231.5,231.699997,0.1999969999999962
2024-02-12 16:00:18.000391,2024-02-12 16:00:19,231.6999969482422,231.600006,0.09999094824217991
2024-02-12 16:00:22.001294,,132807.0,,
2024-02-12 16:00:22.001294,,0.0,,
2024-02-12 16:00:22.001294,,0.0,,
2024-02-12 16:00:22.001294,,1511.2498779296875,,
2024-02-12 16:00:22.001294,,0.0,,
2024-02-12 16:00:22.001294,,231.6000061035156,,
2024-02-12 16:00:22.001294,,0.0,,
2024-02-12 16:00:34.000822,2024-02-12 16:00:34,231.6999969482422,231.899994,0.1999970517578049
2024-02-12 16:00:48.000037,2024-02-12 16:00:48,231.8999938964844,231.800003,0.09999089648439963
2024-02-12 16:01:04.002108,2024-02-12 16:01:05,231.8000030517578,232.0,0.1999969482421875
2024-02-12 16:01:08.002102,2024-02-12 16:01:09,232.0,232.100006,0.10000600000000759
2024-02-12 16:01:18.002090,2024-02-12 16:01:19,232.1000061035156,232.0,0.10000610351559658
2024-02-12 16:01:22.002026,2024-02-12 16:01:23,232.0,231.399994,0.6000060000000076
2024-02-12 16:01:24.000243,2024-02-12 16:01:25,232.0,231.399994,0.6000060000000076
2024-02-12 16:01:28.000343,2024-02-12 16:01:29,231.3999938964844,231.300003,0.09999089648439963
2024-02-12 16:01:32.000635,,132807.0,,
2024-02-12 16:01:32.000635,,0.0,,
2024-02-12 16:01:32.000635,,0.0,,
2024-02-12 16:01:32.000635,,1511.2498779296875,,
2024-02-12 16:01:32.000635,,0.0,,
2024-02-12 16:01:32.000635,,231.3000030517578,,
2024-02-12 16:01:32.000635,,0.0,,
2024-02-12 16:01:34.000513,2024-02-12 16:01:34,231.3000030517578,231.5,0.1999969482421875
2024-02-12 16:01:44.000235,2024-02-12 16:01:44,231.3999938964844,231.100006,0.29998789648439583
2024-02-12 16:01:54.000877,2024-02-12 16:01:54,231.3000030517578,231.399994,0.09999094824217991
2024-02-12 16:02:04.000149,2024-02-12 16:02:05,231.3999938964844,231.600006,0.20001210351560417
2024-02-12 16:02:08.000453,2024-02-12 16:02:09,231.6000061035156,232.199997,0.5999908964843996
2024-02-12 16:02:14.000892,2024-02-12 16:02:15,232.1999969482422,232.300003,0.1000060517578163
2024-02-12 16:02:18.001319,2024-02-12 16:02:19,232.3000030517578,232.199997,0.1000060517578163
2024-02-12 16:02:28.000601,2024-02-12 16:02:29,232.3000030517578,232.399994,0.09999094824217991
2024-02-12 16:02:32.000350,2024-02-12 16:02:33,232.3999938964844,232.0,0.3999938964844034
2024-02-12 16:02:38.000937,2024-02-12 16:02:39,232.0,231.899994,0.10000600000000759
2024-02-12 16:02:48.001879,,132807.0,,
2024-02-12 16:02:48.001879,,0.0,,
2024-02-12 16:02:48.001879,,0.0,,
2024-02-12 16:02:48.001879,,1511.2498779296875,,
2024-02-12 16:02:48.001879,,0.0,,
2024-02-12 16:02:48.001879,,231.8999938964844,,
2024-02-12 16:02:48.001879,,0.0,,
2024-02-12 16:03:18.011157,2024-02-12 16:03:19,232.3999938964844,232.300003,0.09999089648439963
2024-02-12 16:03:28.001237,2024-02-12 16:03:29,232.3999938964844,232.300003,0.09999089648439963
2024-02-12 16:03:32.000527,2024-02-12 16:03:33,232.3000030517578,232.399994,0.09999094824217991
2024-02-12 16:03:38.001746,2024-02-12 16:03:39,232.3999938964844,232.300003,0.09999089648439963
2024-02-12 16:03:42.000167,2024-02-12 16:03:43,232.3000030517578,231.899994,0.4000090517578201
2024-02-12 16:03:50.000878,,132807.0,,
2024-02-12 16:03:50.000878,,0.0,,
2024-02-12 16:03:50.000878,,0.0,,
2024-02-12 16:03:50.000878,,1511.2498779296875,,
2024-02-12 16:03:50.000878,,0.0,,
2024-02-12 16:03:50.000878,,231.8999938964844,,
2024-02-12 16:03:50.000878,,0.0,,
2024-02-12 16:04:18.000095,2024-02-12 16:04:18,231.0,230.800003,0.1999969999999962
2024-02-12 16:04:38.000834,2024-02-12 16:04:39,230.8000030517578,230.699997,0.1000060517578163
2024-02-12 16:04:42.000060,2024-02-12 16:04:43,230.6999969482422,231.300003,0.6000060517578163
2024-02-12 16:04:48.000435,2024-02-12 16:04:49,231.3000030517578,231.399994,0.09999094824217991
2024-02-12 16:04:58.002159,2024-02-12 16:04:59,231.3999938964844,231.300003,0.09999089648439963
2024-02-12 16:05:02.000267,,132807.0,,
2024-02-12 16:05:02.000267,,0.0,,
2024-02-12 16:05:02.000267,,0.0,,
2024-02-12 16:05:02.000267,,1511.2498779296875,,
2024-02-12 16:05:02.000267,,0.0,,
2024-02-12 16:05:02.000267,,231.3000030517578,,
2024-02-12 16:05:02.000267,,0.0,,
2024-02-12 16:05:28.000528,2024-02-12 16:05:28,231.3999938964844,231.5,0.10000610351559658
2024-02-12 16:05:38.000741,2024-02-12 16:05:39,231.5,231.300003,0.1999969999999962
2024-02-12 16:05:48.001839,2024-02-12 16:05:49,231.5,231.300003,0.1999969999999962
2024-02-12 16:05:52.000277,2024-02-12 16:05:53,231.3000030517578,231.199997,0.1000060517578163
2024-02-12 16:05:58.001638,2024-02-12 16:05:59,231.1999969482422,231.300003,0.1000060517578163
2024-02-12 16:06:08.006281,2024-02-12 16:06:09,231.3000030517578,231.100006,0.1999970517578049
2024-02-12 16:06:14.003585,,132807.0,,
2024-02-12 16:06:14.003585,,0.0,,
2024-02-12 16:06:14.003585,,0.0,,
2024-02-12 16:06:14.003585,,1511.2498779296875,,
2024-02-12 16:06:14.003585,,0.0,,
2024-02-12 16:06:14.003585,,231.1000061035156,,
2024-02-12 16:06:14.003585,,0.0,,
2024-02-12 16:06:48.000051,2024-02-12 16:06:49,230.3999938964844,230.600006,0.20001210351560417
2024-02-12 16:06:58.001943,2024-02-12 16:06:59,230.6999969482422,230.600006,0.09999094824217991
2024-02-12 16:07:02.006865,2024-02-12 16:07:03,230.6000061035156,230.699997,0.09999089648439963
2024-02-12 16:07:12.012722,2024-02-12 16:07:13,230.6999969482422,230.899994,0.1999970517578049
2024-02-12 16:07:18.008273,2024-02-12 16:07:19,230.8999938964844,231.100006,0.20001210351560417
2024-02-12 16:07:22.007602,2024-02-12 16:07:23,231.1000061035156,231.399994,0.29998789648439583
2024-02-12 16:07:28.001582,,132807.0,,
2024-02-12 16:07:28.001582,,0.0,,
2024-02-12 16:07:28.001582,,0.0,,
2024-02-12 16:07:28.001582,,1511.2498779296875,,
2024-02-12 16:07:28.001582,,0.0,,
2024-02-12 16:07:28.001582,,231.3999938964844,,
2024-02-12 16:07:28.001582,,0.0,,
2024-02-12 16:07:48.000731,2024-02-12 16:07:48,231.5,231.399994,0.10000600000000759
2024-02-12 16:08:12.000806,2024-02-12 16:08:13,231.5,231.600006,0.10000600000000759
2024-02-12 16:08:18.000384,2024-02-12 16:08:19,231.6000061035156,231.5,0.10000610351559658
2024-02-12 16:08:22.000207,2024-02-12 16:08:23,231.5,231.600006,0.10000600000000759
2024-02-12 16:08:28.001562,2024-02-12 16:08:29,231.6000061035156,231.699997,0.09999089648439963
2024-02-12 16:08:32.000519,2024-02-12 16:08:33,231.6999969482422,231.800003,0.1000060517578163
2024-02-12 16:08:38.001587,2024-02-12 16:08:39,231.8000030517578,231.899994,0.09999094824217991
2024-02-12 16:08:42.001010,,132807.0,,
2024-02-12 16:08:42.001010,,0.0,,
2024-02-12 16:08:42.001010,,0.0,,
2024-02-12 16:08:42.001010,,1511.2498779296875,,
2024-02-12 16:08:42.001010,,0.0,,
2024-02-12 16:08:42.001010,,231.8999938964844,,
2024-02-12 16:08:42.001010,,0.0,,
2024-02-12 16:08:58.000601,2024-02-12 16:08:58,231.8999938964844,231.800003,0.09999089648439963
2024-02-12 16:09:08.001985,2024-02-12 16:09:08,231.6999969482422,231.100006,0.5999909482421799
2024-02-12 16:09:18.002687,2024-02-12 16:09:19,231.3000030517578,231.399994,0.09999094824217991
2024-02-12 16:09:22.011698,2024-02-12 16:09:23,231.3999938964844,231.300003,0.09999089648439963
2024-02-12 16:09:28.007920,2024-02-12 16:09:29,231.3000030517578,231.399994,0.09999094824217991
