time_dev,time_prod,value_dev,value_prod,diff
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,,0.0,
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,,0.0,
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,,0.0,
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,,0.0,
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,,0.0,
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,,0.0,
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,231.3999938964844,0.0,231.3999938964844
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,,0.0,
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,,0.0,
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,,0.0,
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,480710.0,220209.0,260501.0
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,239.78338623046875,238.933395,0.8499912304687598
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,231.3999938964844,231.199997,0.19999689648440722
2024-02-12 16:00:00.001248,2024-02-12 16:00:01,238.9333953857422,238.933395,3.8574219729525794e-07
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,238.9333953857422,238.933395,3.8574219729525794e-07
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,480710.0,220209.0,260501.0
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,239.78338623046875,238.933395,0.8499912304687598
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,231.3999938964844,231.199997,0.19999689648440722
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,,0.0,
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,,0.0,
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,,0.0,
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,,0.0,
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,,0.0,
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,,0.0,
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,231.5,0.0,231.5
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,,0.0,
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,,0.0,
2024-02-12 16:00:02.001569,2024-02-12 16:00:03,,0.0,
2024-02-12 16:00:04.000326,2024-02-12 16:00:05,238.9333953857422,238.933395,3.8574219729525794e-07
2024-02-12 16:00:04.000326,2024-02-12 16:00:05,231.1999969482422,231.100006,0.09999094824217991
