time_dev,time_prod,value_dev,value_prod,diff
2024-02-12 16:00:08.000475,2024-02-12 16:00:09,231.3000030517578,231.5,0.1999969482421875
2024-02-12 16:00:18.000391,2024-02-12 16:00:19,231.5,231.300003,0.1999969999999962
2024-02-12 16:00:22.001294,,3975.0,,
2024-02-12 16:00:22.001294,,0.0,,
2024-02-12 16:00:22.001294,,0.0,,
2024-02-12 16:00:22.001294,,277.86669921875,,
2024-02-12 16:00:22.001294,,0.0,,
2024-02-12 16:00:22.001294,,231.3000030517578,,
2024-02-12 16:00:22.001294,,0.0,,
2024-02-12 16:00:34.000822,2024-02-12 16:00:34,231.5,231.699997,0.1999969999999962
2024-02-12 16:01:04.002108,2024-02-12 16:01:05,231.6000061035156,231.699997,0.09999089648439963
2024-02-12 16:01:08.002102,2024-02-12 16:01:09,231.6999969482422,231.899994,0.1999970517578049
2024-02-12 16:01:14.000982,2024-02-12 16:01:15,231.8999938964844,231.800003,0.09999089648439963
2024-02-12 16:01:18.002090,2024-02-12 16:01:19,231.8000030517578,231.699997,0.1000060517578163
2024-02-12 16:01:24.000243,2024-02-12 16:01:25,231.6999969482422,231.199997,0.4999999482421913
2024-02-12 16:01:28.000343,2024-02-12 16:01:29,231.1999969482422,231.100006,0.09999094824217991
2024-02-12 16:01:32.000635,,3975.0,,
2024-02-12 16:01:32.000635,,0.0,,
2024-02-12 16:01:32.000635,,0.0,,
2024-02-12 16:01:32.000635,,277.86669921875,,
2024-02-12 16:01:32.000635,,0.0,,
2024-02-12 16:01:32.000635,,231.1000061035156,,
2024-02-12 16:01:32.000635,,0.0,,
2024-02-12 16:01:44.000235,2024-02-12 16:01:44,231.1999969482422,230.899994,0.3000029482421951
2024-02-12 16:01:54.000877,2024-02-12 16:01:54,231.0,231.199997,0.1999969999999962
2024-02-12 16:02:04.000149,2024-02-12 16:02:05,231.1999969482422,231.399994,0.1999970517578049
2024-02-12 16:02:08.000453,2024-02-12 16:02:09,231.3999938964844,232.0,0.6000061035155966
2024-02-12 16:02:14.000892,2024-02-12 16:02:15,232.0,232.100006,0.10000600000000759
2024-02-12 16:02:18.001319,2024-02-12 16:02:19,232.1000061035156,232.0,0.10000610351559658
2024-02-12 16:02:24.000934,2024-02-12 16:02:25,232.0,232.100006,0.10000600000000759
2024-02-12 16:02:34.001646,2024-02-12 16:02:35,232.1000061035156,231.699997,0.4000091035156004
2024-02-12 16:02:44.001068,2024-02-12 16:02:45,231.6999969482422,231.600006,0.09999094824217991
2024-02-12 16:02:48.001879,,3975.0,,
2024-02-12 16:02:48.001879,,0.0,,
2024-02-12 16:02:48.001879,,0.0,,
2024-02-12 16:02:48.001879,,277.86669921875,,
2024-02-12 16:02:48.001879,,0.0,,
