id,time,energy,total_active_power,demand_total_active_power,maximum_demand_total_active_power,i1,i2,i3,u12,u23,u13,v1,v2,v3,device,total_power_factor,total_apparent_power
506758451,2024-02-12 16:09:58,0.098,0.0,0.0,16.983335,0.0,,,,,,230.5,,,Uticnice,,0.0
506758426,2024-02-12 16:09:56,0.098,0.0,0.0,16.983335,0.0,,,,,,230.5,,,Uticnice,,0.0
506758401,2024-02-12 16:09:54,0.098,0.0,0.0,16.983335,0.0,,,,,,230.600006,,,Uticnice,,0.0
506758376,2024-02-12 16:09:51,0.098,0.0,0.0,16.983335,0.0,,,,,,230.600006,,,Uticnice,,0.0
506758351,2024-02-12 16:09:49,0.098,0.0,0.0,16.983335,0.0,,,,,,230.600006,,,Uticnice,,0.0
506758326,2024-02-12 16:09:47,0.098,0.0,0.0,16.983335,0.0,,,,,,230.399994,,,Uticnice,,0.0
506758301,2024-02-12 16:09:45,0.098,0.0,0.0,16.983335,0.0,,,,,,230.399994,,,Uticnice,,0.0
506758276,2024-02-12 16:09:43,0.098,0.0,0.0,16.983335,0.0,,,,,,230.100006,,,Uticnice,,0.0
506758251,2024-02-12 16:09:41,0.098,0.0,0.0,16.983335,0.0,,,,,,230.100006,,,Uticnice,,0.0
506758226,2024-02-12 16:09:39,0.098,0.0,0.0,16.983335,0.0,,,,,,230.0,,,Uticnice,,0.0
506758201,2024-02-12 16:09:37,0.098,0.0,0.0,16.983335,0.0,,,,,,230.0,,,Uticnice,,0.0
506758176,2024-02-12 16:09:35,0.098,0.0,0.0,16.983335,0.0,,,,,,230.0,,,Uticnice,,0.0
506758151,2024-02-12 16:09:33,0.098,0.0,0.0,16.983335,0.0,,,,,,230.300003,,,Uticnice,,0.0
506758126,2024-02-12 16:09:31,0.098,0.0,0.0,16.983335,0.0,,,,,,230.300003,,,Uticnice,,0.0
506758101,2024-02-12 16:09:29,0.098,0.0,0.0,16.983335,0.0,,,,,,230.300003,,,Uticnice,,0.0
506758076,2024-02-12 16:09:27,0.098,0.0,0.0,16.983335,0.0,,,,,,230.300003,,,Uticnice,,0.0
